# Fresnel RO Table								
# SUNNY	CLOUDY	RAINY,	FOGGY	EXTRASUNNY	HURRICANE	EXTRACOLOURS		
0, 0, 0, 0	0, 0, 0, 0	0, 0, 0, 0	0, 0, 0, 0	0, 0, 0, 0	0, 0, 0, 0	0, 0, 0, 0		#  5am
0, 0, 0, 0	0, 0, 0, 0	0, 0, 0, 0	0, 0, 0, 0	0, 0, 0, 0	0, 0, 0, 0	0, 0, 0, 0		#  6am
0, 0, 0, 0	0, 0, 0, 0	0, 0, 0, 0	0, 0, 0, 0	0, 0, 0, 0	0, 0, 0, 0	0, 0, 0, 0		#  7am
0, 0, 0, 0	0, 0, 0, 0	0, 0, 0, 0	0, 0, 0, 0	0, 0, 0, 0	0, 0, 0, 0	0, 0, 0, 0		#  8am
0, 0, 0, 0	0, 0, 0, 0	0, 0, 0, 0	0, 0, 0, 0	0, 0, 0, 0	0, 0, 0, 0	0, 0, 0, 0		#  9am
0, 0, 0, 0	0, 0, 0, 0	0, 0, 0, 0	0, 0, 0, 0	0, 0, 0, 0	0, 0, 0, 0	0, 0, 0, 0		# 10am
0, 0, 0, 0	0, 0, 0, 0	0, 0, 0, 0	0, 0, 0, 0	0, 0, 0, 0	0, 0, 0, 0	0, 0, 0, 0		# 11am
0, 0, 0, 0	0, 0, 0, 0	0, 0, 0, 0	0, 0, 0, 0	0, 0, 0, 0	0, 0, 0, 0	0, 0, 0, 0		# Midday
0, 0, 0, 0	0, 0, 0, 0	0, 0, 0, 0	0, 0, 0, 0	0, 0, 0, 0	0, 0, 0, 0	0, 0, 0, 0		#  1pm
0, 0, 0, 0	0, 0, 0, 0	0, 0, 0, 0	0, 0, 0, 0	0, 0, 0, 0	0, 0, 0, 0	0, 0, 0, 0		#  2pm
0, 0, 0, 0	0, 0, 0, 0	0, 0, 0, 0	0, 0, 0, 0	0, 0, 0, 0	0, 0, 0, 0	0, 0, 0, 0		#  3pm
0, 0, 0, 0	0, 0, 0, 0	0, 0, 0, 0	0, 0, 0, 0	0, 0, 0, 0	0, 0, 0, 0	0, 0, 0, 0		#  4pm
0, 0, 0, 0	0, 0, 0, 0	0, 0, 0, 0	0, 0, 0, 0	0, 0, 0, 0	0, 0, 0, 0	0, 0, 0, 0		#  5pm
0, 0, 0, 0	0, 0, 0, 0	0, 0, 0, 0	0, 0, 0, 0	0, 0, 0, 0	0, 0, 0, 0	0, 0, 0, 0		#  6pm
0, 0, 0, 0	0, 0, 0, 0	0, 0, 0, 0	0, 0, 0, 0	0, 0, 0, 0	0, 0, 0, 0	0, 0, 0, 0		#  7pm
0, 0, 0, 0	0, 0, 0, 0	0, 0, 0, 0	0, 0, 0, 0	0, 0, 0, 0	0, 0, 0, 0	0, 0, 0, 0		#  8pm
0, 0, 0, 0	0, 0, 0, 0	0, 0, 0, 0	0, 0, 0, 0	0, 0, 0, 0	0, 0, 0, 0	0, 0, 0, 0		#  9pm
0, 0, 0, 0	0, 0, 0, 0	0, 0, 0, 0	0, 0, 0, 0	0, 0, 0, 0	0, 0, 0, 0	0, 0, 0, 0		# 10pm
0, 0, 0, 0	0, 0, 0, 0	0, 0, 0, 0	0, 0, 0, 0	0, 0, 0, 0	0, 0, 0, 0	0, 0, 0, 0		# 11pm
# Specular Colour Table (Red,Green,Blue,Ignored)								
# SUNNY	CLOUDY	RAINY,	FOGGY	EXTRASUNNY	HURRICANE	EXTRACOLOURS		
178, 178, 178, 100	140, 140, 150, 50	220, 220, 220, 75	255, 255, 255, 20	178, 178, 178, 100	178, 178, 178, 75	178, 178, 178, 100		# Midnight
178, 178, 178, 100	140, 140, 150, 50	220, 220, 220, 75	255, 255, 255, 20	178, 178, 178, 100	178, 178, 178, 75	178, 178, 178, 100		#  1am
178, 178, 178, 100	140, 140, 150, 50	220, 220, 220, 75	255, 255, 255, 20	178, 178, 178, 100	178, 178, 178, 75	178, 178, 178, 100		#  2am
178, 178, 178, 100	140, 140, 150, 50	220, 220, 220, 75	255, 255, 255, 20	178, 178, 178, 100	178, 178, 178, 75	178, 178, 178, 100		#  3am
178, 178, 178, 100	140, 140, 150, 50	220, 220, 220, 75	255, 255, 255, 20	178, 178, 178, 100	178, 178, 178, 75	178, 178, 178, 100		#  4am
178, 178, 178, 100	140, 140, 150, 50	220, 220, 220, 75	255, 255, 255, 20	178, 178, 178, 100	178, 178, 178, 75	178, 178, 178, 100		#  5am
178, 178, 178, 100	140, 140, 150, 50	220, 220, 220, 75	255, 255, 255, 20	178, 178, 178, 100	178, 178, 178, 75	178, 178, 178, 100		#  6am
178, 178, 178, 100	140, 140, 150, 50	220, 220, 220, 75	255, 255, 255, 20	178, 178, 178, 100	178, 178, 178, 75	178, 178, 178, 100		#  7am
178, 178, 178, 100	140, 140, 150, 50	220, 220, 220, 75	255, 255, 255, 20	178, 178, 178, 100	178, 178, 178, 75	178, 178, 178, 100		#  8am
178, 178, 178, 100	140, 140, 150, 50	220, 220, 220, 75	255, 255, 255, 20	178, 178, 178, 100	178, 178, 178, 75	178, 178, 178, 100		#  9am
178, 178, 178, 100	140, 140, 150, 50	220, 220, 220, 75	255, 255, 255, 20	178, 178, 178, 100	178, 178, 178, 75	178, 178, 178, 100		# 10am
178, 178, 178, 100	140, 140, 150, 50	220, 220, 220, 75	255, 255, 255, 20	178, 178, 178, 100	178, 178, 178, 75	178, 178, 178, 100		# 11am
178, 178, 178, 100	140, 140, 150, 50	220, 220, 220, 75	255, 255, 255, 20	178, 178, 178, 100	178, 178, 178, 75	178, 178, 178, 100		# Midday
178, 178, 178, 100	140, 140, 150, 50	220, 220, 220, 75	255, 255, 255, 20	178, 178, 178, 100	178, 178, 178, 75	178, 178, 178, 100		#  1pm
178, 178, 178, 100	140, 140, 150, 50	220, 220, 220, 75	255, 255, 255, 20	178, 178, 178, 100	178, 178, 178, 75	178, 178, 178, 100		#  2pm
178, 178, 178, 100	140, 140, 150, 50	220, 220, 220, 75	255, 255, 255, 20	178, 178, 178, 100	178, 178, 178, 75	178, 178, 178, 100		#  3pm
178, 178, 178, 100	140, 140, 150, 50	220, 220, 220, 75	255, 255, 255, 20	178, 178, 178, 100	178, 178, 178, 75	178, 178, 178, 100		#  4pm
178, 178, 178, 100	140, 140, 150, 50	220, 220, 220, 75	255, 255, 255, 20	178, 178, 178, 100	178, 178, 178, 75	178, 178, 178, 100		#  5pm
178, 178, 178, 100	140, 140, 150, 50	220, 220, 220, 75	255, 255, 255, 20	178, 178, 178, 100	178, 178, 178, 75	178, 178, 178, 100		#  6pm
178, 178, 178, 100	140, 140, 150, 50	220, 220, 220, 75	255, 255, 255, 20	178, 178, 178, 100	178, 178, 178, 75	178, 178, 178, 100		#  7pm
178, 178, 178, 100	140, 140, 150, 50	220, 220, 220, 75	255, 255, 255, 20	178, 178, 178, 100	178, 178, 178, 75	178, 178, 178, 100		#  8pm
178, 178, 178, 100	140, 140, 150, 50	220, 220, 220, 75	255, 255, 255, 20	178, 178, 178, 100	178, 178, 178, 75	178, 178, 178, 100		#  9pm
178, 178, 178, 100	140, 140, 150, 50	220, 220, 220, 75	255, 255, 255, 20	178, 178, 178, 100	178, 178, 178, 75	178, 178, 178, 100		# 10pm
178, 178, 178, 100	140, 140, 150, 50	220, 220, 220, 75	255, 255, 255, 20	178, 178, 178, 100	178, 178, 178, 75	178, 178, 178, 100		# 11pm
